id,partOfCommunityDegree,instanceOf__taxonomyIDs,meta.organizationalLevel,review.status__id,review.log,review.reviewer__contactsID,category,topLevel__id,parent__id,meta.localId,label.fullName.de,label.fullName.en,label.short.de,label.short.en,description.de,description.en,hasHeads.literal,links.homepage.de,links.homepage.en,location.country.code,location.city,location.coords.lat,location.coords.lng,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,courses,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent,operating__facilities,tagline.en,tagline.de,contacts,hasHeads.contact__contactsIDs
lens,none,/g/organization/consortium,other,01: preparation,,,consortium,,,lens,League Of Advanced European Neutron Sources,League Of Advanced European Neutron Sources,LENS,LENS,"LENS (League of Advanced European Neutron Sources) ist eine Gemeinschaft, die alle europäischen Synchrotron- und Freie-Elektronen-Laser-Photonequellen in Europa zusammenbringt. Die 2017 gegründete Organisation hat sich zum Ziel gesetzt, die Qualität und die positiven Auswirkungen der an ihren Mitgliedern durchgeführten Grundlagen-, angewandten und industriellen Forschung zu fördern und sicherzustellen.","LENS (League of Advanced European Neutron Sources) is a community that brings together all European synchrotron and free-electron laser photon sources in Europe. Founded in 2017, the organisation aims to promote and ensure the quality and positive impact of basic, applied and industrial research carried out at its members.",,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
mpg,none,/g/organization/consortium,other,01: preparation,,,mpg,,,mpg,Max-Planck-Gesellschaft zur Förderung der Wissenschaften,Max Planck Society,MPG,MPG,,,,http://www.mpg.de/en,http://www.mpg.de/en,Deutschland,Munich,48.137430,11.575490,https://ror.org/01hhn8329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/mpik,full,"/g/organization/research-institution, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,mpg,,community/,mpik,Max-Planck-Institut für Kernphysik,Max Planck Institute for Nuclear Physics,MPIK,MPIK,,,,http://www.mpi-hd.mpg.de/mpi/en/start/,http://www.mpi-hd.mpg.de/mpi/en/start/,DE,Heidelberg,49.407680,8.690790,https://ror.org/052d0h423,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Conducts accelerator-based fundamental physics; operates underground beam and detector facilities.,<to be translated>,,
community/mpp,full,"/g/organization/research-institution, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,mpg,,community/,mpp,Max-Planck-Institut für Physik,Max Planck Institute for Physics,MPP,MPP,,,,https://www.mpp.mpg.de/english/index.html,https://www.mpp.mpg.de/english/index.html,DE,Munich,48.137430,11.575490,https://ror.org/0079jjr10,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,"Contributes to particle accelerator R&D; partners on CERN projects, operates detector test beams.",<to be translated>,,
nfdi,none,/g/organization/consortium,other,01: preparation,,,consortium,,,nfdi,Nationale Forschungsdateninfrastruktur,Nationale Forschungsdateninfrastruktur,NFDI,NFDI,"Die Nationale Forschungsdateninfrastruktur (NFDI) hat das Ziel, Daten von Wissenschaft und Forschung zur Verfügung zu stellen, zu vernetzen und somit langfristig nutzbar zu machen. An NFDI wirken Einrichtungen aus diversen Forschungsbereichen mit. Sie arbeiten an Services, Trainingsangeboten für Forschende und Standards für den Umgang mit Daten.","The National Research Data Infrastructure (NFDI) aims to make data from science and research available, network it and thus make it usable in the long term. Institutions from various research areas are involved in the NFDI. They are working on services, training programmes for researchers and standards for handling data.",,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/ptb,full,"/g/organization/research-institution, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,government,,community/,ptb,Physikalisch-Technische Bundesanstalt,German National Metrology Institute,PTB,PTB,,,,https://www.ptb.de/cms/,https://www.ptb.de/cms/en.html,DE,Braunschweig,52.265940,10.526730,https://ror.org/05r3f7h03,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,mls,Develops accelerator-based metrology; operates electron and ion accelerators for scientific standards.,<to be translated>,,
community/ptb/abt7,full,/g/organization/formal-organization/department,02 intermediate level,02: prereview request,,,government,community/ptb,community/ptb,abt7,Abteilung 7: Temperatur und Synchrotronstrahlung,Division 7: Temperature and Synchrotron Radiation,Abt. 7,Abt. 7,,,,https://www.ptb.de/cms/ptb/fachabteilungen/abt7.html,https://www.ptb.de/cms/en.html,,,52.515423,13.320488,,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,härtig.frank,härtig.frank
community/ptb/abt7/fb7-1,full,/g/organization/formal-organization/sub-department,02 intermediate level,02: prereview request,,,government,community/ptb,community/ptb/abt7,fb7-1,Fachbereich: Radiometrie mit Synchrotronstrahlung,Department: Radiometry with Synchrotron Radiation,FB 7.1,FB 7.1,,,Dr. Frank Scholze,https://www.ptb.de/cms/ptb/fachabteilungen/abt7/fb-71.html,https://www.ptb.de/cms/en/ptb/fachabteilungen/abt7/fb-71.html,Deutschland,Berlin ,52.427852,13.534451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/ptb/abt7/fb7-2,full,/g/organization/formal-organization/sub-department,02 intermediate level,01: preparation,,,government,community/ptb,community/ptb/abt7,fb7-2,Fachbereich: Röntgenmesstechnik mit Synchrotronstrahlung,Department: X-ray Metrology with Synchrotron Radiation,FB 7.2,FB 7.2,,,Dr. Michael Krumrey,https://www.ptb.de/cms/ptb/fachabteilungen/abt7/fb-72.html,https://www.ptb.de/cms/en/ptb/fachabteilungen/abt7/fb-72.html,Deutschland,Berlin ,52.427852,13.534451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/rwth-aachen,full,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,rwth-aachen,Rheinisch-Westfälische Technische Hochschule Aachen,RWTH Aachen University,RWTH Aachen,RWTH Aachen,,,,https://www.rwth-aachen.de/go/id/a/,https://www.rwth-aachen.de/cms/~a/root/lidx/1/,DE,Aachen,50.776640,6.083420,https://ror.org/04xfq0f34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,":rwth-aachen/accelerator_physics_seminar, :rwth-aachen/introduction_to_accelerator_physics_(exercises), :rwth-aachen/introduction_to_accelerator_physics_(lecture)",0,0,0,0,0,0,,"Innovates accelerator physics; hosts labs for beam and detector R&D, linked with Innovation Factory ecosystem.",<to be translated>,lehrach.andreas,
tu-berlin,none,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,,tu-berlin,Technische Universität Berlin,Technical University of Berlin,TU Berlin,TU Berlin,,,,https://www.tu.berlin,https://www.tu.berlin/en/,DE,Berlin,52.512683,3.326953,https://ror.org/03v4gjf40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Engaged in accelerator R&D; access to technology incubators and Adlershof scientific campus facilities.,<to be translated>,,
community/tu-darmstadt,full,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,tu-darmstadt,Technische Universität Darmstadt,Technical University of Darmstadt,TU Darmstadt,TU Darmstadt,,,,https://www.tu-darmstadt.de/index.de.jsp,https://www.tu-darmstadt.de/index.en.jsp,DE,Darmstadt,49.871670,8.650270,https://ror.org/05n911h24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":tu-darmstadt/beschleunigerphysik, :tu-darmstadt/laser_particle_acceleration_and_secondary_radiation_sources, :tu-darmstadt/laser_particle_acceleration_and_secondary_radiation_sources, :tu-darmstadt/numerische_methoden_der_beschleunigerphysik_, :tu-darmstadt/physik_dichter_plasmen_mit_schwerionen-_und_laserstrahlen, :tu-darmstadt/projektoberseminar_beschleunigertechnik, :tu-darmstadt/röntgenlicht-freie-elektronen-laser, :tu-darmstadt/röntgenlicht-freie-elektronen-laser, :tu-darmstadt/seminar_physik_und_technik_von_beschleunigern, :tu-darmstadt/projektoberseminar_beschleunigertechnik, :tu-darmstadt/projektoberseminar_beschleunigertechnik, :tu-darmstadt/projektoberseminar_beschleunigertechnik, :tu-darmstadt/beschleunigerphysik, :tu-darmstadt/beschleunigerphysik, :tu-darmstadt/beschleunigerphysik, :tu-darmstadt/beschleunigerphysik",0,0,0,0,0,0,s-dalinac,Advances superconducting electron accelerators; operates S-DALINAC.,<to be translated>,"arnold.michaela, boine-frankenheim.oliver, de-gersem.herbert",
community/tu-darmstadt/fb-etit,partial,/g/organization/formal-organization/department,02 intermediate level,02: prereview request,,,university,community/tu-darmstadt,community/tu-darmstadt,fb-etit,Fachbereich: Elektrotechnik und Informationstechnik,Department of Electrical Engineering and Information Technology ,ETIT,ETIT,,,,https://www.etit.tu-darmstadt.de/fachbereich/index.de.jsp,https://www.ikp.tu-darmstadt.de/das_institut_kernphysik/index.en.jsp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/fb-etit/temf,full,/g/organization/formal-organization/sub-department,03 working group cluster,02: prereview request,,de-gersem.herbert,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit,temf,Institut für Teilchenbeschleunigung und Elektromagnetische Felder,Institute for Accelerator Science und Electromagnetic Fields,TEMF,TEMF,,,,https://www.temf.tu-darmstadt.de/temf/index.de.jsp,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,de-gersem.herbert
community/tu-darmstadt/fb-etit/temf/bp,full,/g/organization/formal-organization/sub-department,03 working group cluster,02: prereview request,,boine-frankenheim.oliver,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf,bp,Fachgebiet Beschleunigerphysik,Chair of Electromagnetic Field Theory,BP,BP,,,,https://www.bp.tu-darmstadt.de/fachgebiet_beschleunigerphysik/index.de.jsp,,,,,,,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,6,0,9,0,9,0,,1,2,0,6,0,0,,<to be set>,<to be translated>,,boine-frankenheim.oliver
community/tu-darmstadt/fb-etit/temf/bp/achip,full,/g/organization/working-group,05 working group,02: prereview request,,boine-frankenheim.oliver,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf/bp,achip,Gruppe: ACHIP,Group: ACHIP,ACHIP,ACHIP,,,,https://www.bp.tu-darmstadt.de/bp_forschung/achip/achip.de.jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,boine-frankenheim.oliver
community/tu-darmstadt/fb-etit/temf/bp/fair,full,/g/organization/working-group,05 working group,02: prereview request,,boine-frankenheim.oliver,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf/bp,fair,Gruppe: FAIR,Group: FAIR,FAIR,FAIR,"Entwicklung und Überprüfung von Computermodellen für Ionenstrahlen, Kollektive Effekte in Ionenstrahlen","Development and testing of computer models for ion beams, collective effects in ion beams",,https://www.bp.tu-darmstadt.de/bp_forschung/fair/fair.en.jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/fb-etit/temf/bp/light,full,/g/organization/working-group,05 working group,02: prereview request,,boine-frankenheim.oliver,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf/bp,light,"Gruppe: Laser Ion Generation, Handling and Transport","Group: Laser Ion Generation, Handling and Transport",LIGHT,LIGHT,,,,https://www.bp.tu-darmstadt.de/bp_forschung/light/light.de.jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/fb-etit/temf/bp/puma,full,/g/organization/working-group,05 working group,02: prereview request,,boine-frankenheim.oliver,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf/bp,puma,Gruppe: PUMA,Group: PUMA,PUMA,PUMA,"Im Forschungsprojekt PUMA soll eine mobile Penning-Malmberg-Falle gebaut werden, um Antiprotonen vom Speicherring ELENA am CERN zur Anlage ISOLDE zu transportieren. Dort sollen die Antiprotonen mit exotischen Kernen zur Kollision gebracht werden.","In the PUMA research project, a mobile Penning-Malmberg trap is to be built to transport antiprotons from the ELENA storage ring at CERN to the ISOLDE facility. There, the antiprotons are to be brought into collision with exotic nuclei.",,https://www.bp.tu-darmstadt.de/bp_forschung/puma/puma.de.jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/fb-etit/temf/bt,full,/g/organization/formal-organization/sub-department,03 working group cluster,02: prereview request,,klingbeil.harald,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf,bt,Fachgebiet Beschleunigertechnik,Chair of Electromagnetic Field Theory,BT,BT,,,,https://www.bt.tu-darmstadt.de,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,,1,0,0,2,0,0,,<to be set>,<to be translated>,,klingbeil.harald
community/tu-darmstadt/fb-etit/temf/emft,full,/g/organization/formal-organization/sub-department,03 working group cluster,02: prereview request,,de-gersem.herbert,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf,emft,Fachgebiet für Theorie Elektromagnetischer Felder,Chair of Electromagnetic Field Theory,EMFT,EMFT,,,,https://www.temf.tu-darmstadt.de/emft/home_emft/index.de.jsp,,,,,,,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,22,22,0,,3,0,0,19,0,0,,<to be set>,<to be translated>,,de-gersem.herbert
community/tu-darmstadt/fb-etit/temf/emft/command,full,/g/organization/working-group,05 working group,02: prereview request,,de-gersem.herbert,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf/emft,command,Gruppe: Computational Magnet Analysis and Dynamics,Group: Computational Magnet Analysis and Dynamics,COMMAND,COMMAND,,,Dr.-Ing. Laura D‘Angelo,https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/computational_magnet_analysis_and_dynamics.de.jsp,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,0,,0,1,0,5,0,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/fb-etit/temf/emft/gekoppelte-systeme,full,/g/organization/working-group,05 working group,02: prereview request,,de-gersem.herbert,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf/emft,gekoppelte-systeme,Gruppe: Gekoppelte Probleme,Group: Coupled Problems,CP,CP,,,PD Dr. rer. nat. Erion Gjonaj,https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/arbeiitsgruppe_gekoppelte_probleme.de.jsp,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,0,1,0,0,0,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/fb-etit/temf/emft/hochfrequenztechnik,full,/g/organization/working-group,05 working group,02: prereview request,,de-gersem.herbert,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf/emft,hochfrequenztechnik,Gruppe: Hochfrequenztechnik,Group: High Frequency Technology,HFT,HFT,,,Dr.-Ing. Wolfgang Ackermann,https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/hochfrequenztechnik_responsive.de.jsp,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,0,1,0,0,0,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/fb-etit/temf/emft/strahldynamik,full,/g/organization/formal-organization/sub-department,03 working group cluster,02: prereview request,,de-gersem.herbert,university,community/tu-darmstadt,community/tu-darmstadt/fb-etit/temf/emft,strahldynamik,Gruppe: Strahldynamik,Group: Beam Dynamics,EMFT/SD,EMFT/SD,,,Dr. phil. nat. Wolfgang F.O. Müller,https://www.temf.tu-darmstadt.de/emft/forschung_emft/forschungsgruppen_emft/arbeitsgruppebeamdynamics.de.jsp,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,0,1,0,0,0,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/physik/institut-kernphysik/ag-enders,full,/g/organization/working-group,05 working group,02: prereview request,,arnold.michaela,university,community/tu-darmstadt,community/tu-darmstadt/physik/institut-kernphysik,ag-enders,Gruppe Enders,Group Enders,AGE,AGE,Experimentelle und technische Kern- und Beschleunigerphysik,Experimental and technical nuclear and accelerator physics,,https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_j_enders/index.en.jsp,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,11,0,11,0,11,0,,1,0,2,3,2,3,,<to be set>,<to be translated>,,enders.joachim
community/tu-darmstadt/physik/institut-kernphysik/ag-obertelli,full,/g/organization/working-group,05 working group,02: prereview request,,arnold.michaela,university,community/tu-darmstadt,community/tu-darmstadt/physik/institut-kernphysik,ag-obertelli,Gruppe Obertelli,Group Obertelli,AGO,AGO,"Grundlagenforschung in den Bereichen Kernstrukturphysik, Quantenphysik und Beschleunigerphysik, Entwicklung und Betrieb von S-DALINAC","Basic research in the fields of nuclear structure physics, quantum physics and accelerator physics, development and operation of S-DALINAC",Prof. Dr. Alexandre Obertelli,https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_a_obertelli/index.en.jsp,,,,,,,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,10,0,14,0,14,0,,1,0,4,7,2,0,,<to be set>,<to be translated>,,
community/tu-darmstadt/physik/institut-kernphysik/ag-pietralla,full,/g/organization/working-group,05 working group,02: prereview request,,arnold.michaela,university,community/tu-darmstadt,community/tu-darmstadt/physik/institut-kernphysik,ag-pietralla,Gruppe Pietralla,Group Pietralla,AGP,AGP,"Grundlagenforschung in den Bereichen Kernstrukturphysik, Quantenphysik und Beschleunigerphysik, Entwicklung und Betrieb von S-DALINAC","Basic research in the fields of nuclear structure physics, quantum physics and accelerator physics, development and operation of S-DALINAC",,https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_n_pietralla/index.en.jsp,,,,,,,0,1,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,28,0,38,0,38,0,,1,8,4,20,5,0,,<to be set>,<to be translated>,,pietralla.norbert
community/tu-darmstadt/physik/institut-kernphysik/ag-roth,full,/g/organization/working-group,05 working group,01: preparation,,arnold.michaela,university,community/tu-darmstadt,community/tu-darmstadt/physik/institut-kernphysik,ag-roth,Gruppe Roth,Group Roth,AGR,AGR,Laser- und Plasmaphysik,Laser and plasma physics,,https://www.ikp.tu-darmstadt.de/forschung_kernphysik/gruppen_kernphysik/experiment/ag_m_roth/index.de.jsp,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,17,0,18,0,18,0,,1,1,1,11,2,2,,<to be set>,<to be translated>,,markus.roth
community/tu-dortmund,partial,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,tu-dortmund,Technische Universität Dortmund,TU Dortmund University,TU Dortmund,TU Dortmund,,,,https://www.tu-dortmund.de/en/,https://www.tu-dortmund.de/en/,DE,Dortmund,51.514940,7.466000,https://ror.org/01k97gp34,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":tu-dortmund/beschleunigerphysik_i/lecture, :tu-dortmund/beschleunigerphysik_ii/lecture, "":tu-dortmund/beschleunigerphysik_und_synchrotronstrahlung,_anwendungen_in_der_festkörperphysik/seminar"", :tu-dortmund/beschleunigerphysik_i/lecture-exercise, :tu-dortmund/beschleunigerphysik_i/seminar, :tu-dortmund/beschleunigerphysik_ii/seminar, :tu-dortmund/beschleunigerphysik_ii/lecture-exercise",0,0,0,0,0,0,delta,Researches synchrotron and accelerator physics; operates DELTA synchrotron source.,<to be translated>,khan.shaukat,
community/tu-dresden,full,"/g/organization/university, /g/organization/formal-organization",01 formal-organisation,01: preparation,,,university,,community/,tu-dresden,Technische Universität Dresden,Dresden University of Technology,TU Dresden,TU Dresden,,,,https://tu-dresden.de,https://tu-dresden.de/?set_language=en,DE,Dresden,51.050890,13.738320,https://ror.org/042aqky30,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Drives accelerator research; affiliated with ExciteLab and technology-based high-tech startup accelerators.,<to be translated>,cowan.thomas,
