id,parent__id,topLevel__id,partOfCommunityDegree,instanceOfs__taxonomyID,isFormalOrganization,isResearchInstitution,isUniversity,isWorkingGroup,isDepartment,category,label.fullName.de,label.fullName.en,label.short.de,label.short.en,tagline.en,tagline.de,description.de,description.en,hasHeads.literal,hasHeads.contact__contactsIDs,location.country.code,location.city,location.coords.lat,location.coords.lng,links.homepage.de,links.homepage.en,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent,uniquePeopleCountRecursiveSum.total,uniquePeopleCountRecursiveSum.professor,uniquePeopleCountRecursiveSum.seniorResearcher,uniquePeopleCountRecursiveSum.postDoc,uniquePeopleCountRecursiveSum.phdStudent,uniquePeopleCountRecursiveSum.masterStudent,uniquePeopleCountRecursiveSum.bachelorStudent,uniquePeopleCountRecursiveSum.physicist,uniquePeopleCountRecursiveSum.engineer,uniquePeopleCountRecursiveSum.other,uniquePeopleCountRecursiveSum.female,uniquePeopleCountRecursiveSum.male,uniquePeopleCountRecursiveSum.nonbinary,review.status__id,review.log,review.reviewer__contactsID
community/hzb/be/ia/srbp,community/hzb/be/ia,community/hzb,full,/g/organization/working-group,false,false,false,true,false,hgf,Gruppe: Speicherringe und Strahlphysik,Group: Storage Rings and Beam Physics,SRBP,SRBP,<to be set>,<to be translated>,,,Dr. Markus Ries,"",,,,,,,,0,,,0,0,,,,,1,1,1,,,,1,1,1,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,2,2,0,3,3,6,0,0,6,0,0,0,0,6,0,6,0,0,0,0,3,3,0,2,2,0,01: preparation,,jankowiak.andreas
community/hzb/be/ias,community/hzb/be,community/hzb,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Wissenschaft und Technologie von Beschleunigungssystemen,Department: Science and Technology of Accelerating Systems,IAS,IAS,<to be set>,<to be translated>,,,"","",,,,,https://www.helmholtz-berlin.de/forschung/oe/be/science-technology-accelerating-systems/index_de.html,https://www.helmholtz-berlin.de/forschung/oe/be/science-technology-accelerating-systems/index_de.html,,2,,,2,2,,,,,1,1,1,,,,1,1,1,2,2,2,,,,2,2,2,5,5,5,,,,5,5,5,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,20,18,0,26,28,54,0,6,6,12,30,0,0,54,6,6,12,30,0,0,26,28,0,20,18,0,01: preparation,,jankowiak.andreas
community/hzb/wi,community/hzb,community/hzb,partial,/g/organization/formal-organization/department,false,false,false,false,true,hgf,Bereich: Wissenschaftliche Instrumentierung und Unterstützung,Division: Scientific Instrumentation and Support,WI,WI,<to be set>,<to be translated>,,,"","",,,,,https://www.helmholtz-berlin.de/forschung/oe/wi/index_en.html,https://www.helmholtz-berlin.de/forschung/oe/wi/index_en.html,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,6,12,0,0,0,10,11,0,8,7,0,01: preparation,,jankowiak.andreas
community/hzb/wi/aund,community/hzb/wi,community/hzb,full,/g/organization/working-group,false,false,false,true,false,hgf,Gruppe: Undulatoren,Group: Undulators,UND,UND,<to be set>,<to be translated>,,,"","",,,,,https://www.helmholtz-berlin.de/forschung/oe/wi/undulators/index_en.html,https://www.helmholtz-berlin.de/forschung/oe/wi/undulators/index_en.html,,1,,,1,1,,,,,1,1,1,,,,1,1,1,2,2,2,,,,2,2,2,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,8,7,0,10,11,21,0,3,6,12,0,0,0,21,3,6,12,0,0,0,10,11,0,8,7,0,01: preparation,,jankowiak.andreas
community/hzdr,community/,,partial,"/g/organization/research-institution,/g/organization/formal-organization",true,true,false,false,false,hgf,Helmholtz-Zentrum Dresden-Rossendorf,Helmholtz-Zentrum Dresden-Rossendorf,HZDR,HZDR,Explores ion/electron accelerator research; operates ELBE Center for High-Power Radiation Sources.,<to be translated>,,,"","",DE,Dresden,51.05089,13.73832,https://www.hzdr.de,https://www.hzdr.de,https://ror.org/01zy2cs03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,12,36,24,0,0,36,36,0,24,24,0,01: preparation,,
community/hzdr/ionenstrahlphysik-materialforschung,community/hzdr,community/hzb,partial,/g/organization/formal-organization/department,false,false,false,false,true,hgf,Institut für Ionenstrahlphysik und Materialforschung,Institute of Ion Beam Physics and Material­s Research,,,<to be set>,<to be translated>,,,"","",,,,,https://www.hzdr.de/db/Cms?pOid=10625&pNid=141&pLang=de,https://www.hzdr.de/db/Cms?pOid=10625&pNid=141&pLang=de,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,helm.manfred
community/hzdr/ionenstrahlphysik-materialforschung/bmi,community/hzdr/ionenstrahlphysik-materialforschung,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Beschleuniger-Massenspektrometrie und Isotopenforschung,Department: Accelerator mass spectrometry and isotope research,BMI,BMI,<to be set>,<to be translated>,,,Prof. Dr. Anton Wallner,"",,,,,https://www.hzdr.de/db/Cms?pNid=1061,https://www.hzdr.de/db/Cms?pNid=1061,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,helm.manfred
community/hzdr/ionenstrahlphysik-materialforschung/ionenstrahlzentrum,community/hzdr/ionenstrahlphysik-materialforschung,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Ionen­strahl­zentrum,Department: Ion beam centre,,,<to be set>,<to be translated>,,,"","",,,,,https://www.hzdr.de/db/Cms?pNid=2689,https://www.hzdr.de/db/Cms?pNid=2689,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,helm.manfred
community/hzdr/radioonkologie,community/hzdr,community/hzdr,partial,/g/organization/formal-organization/department,false,false,false,false,true,hgf,Institut für Radioonkologie,Institute of Radiooncology ,,,<to be set>,<to be translated>,,,"","",,,,,https://www.hzdr.de/db/Cms?pNid=3011,https://www.hzdr.de/db/Cms?pNid=3011,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,krause.mechthild
community/hzdr/radioonkologie/hochpraezisions-protonentherapie,community/hzdr/radioonkologie,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Hochpräzisions-Protonen­therapie,Department: High-precision proton therapy,,,<to be set>,<to be translated>,,, Prof. Christian Richter,"",,,,,https://www.hzdr.de/db/Cms?pNid=906,https://www.hzdr.de/db/Cms?pNid=906,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,krause.mechthild
community/hzdr/radioonkologie/medizinphysik,community/hzdr/radioonkologie,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Medizinische Strahlen­physik,Department: Medical radiation physics,,,<to be set>,<to be translated>,,, Prof. Christian Richter,"",,,,,https://www.hzdr.de/db/Cms?pNid=561,https://www.hzdr.de/db/Cms?pNid=561,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,krause.mechthild
community/hzdr/radiopharmazeutische-krebsforschung,community/hzdr,community/hzdr,partial,/g/organization/formal-organization/department,false,false,false,false,true,hgf,Institut für Radiopharmazeutische Krebsforschung,Institute for Radiopharmaceutical Cancer Research,,,<to be set>,<to be translated>,,,"","",,,,,https://www.hzdr.de/db/Cms?pNid=130,https://www.hzdr.de/db/Cms?pNid=130,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,kopka.klaus
community/hzdr/radiopharmazeutische-krebsforschung/targetry,community/hzdr/radiopharmazeutische-krebsforschung,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,"Abteilung: Targetry, Target Chemie und Radiopharmazie","Department: Targetry, target chemistry and radiopharmacy",,,<to be set>,<to be translated>,,,Dr. Martin Kreller,"",,,,,https://www.hzdr.de/db/Cms?pNid=1778,https://www.hzdr.de/db/Cms?pNid=1778,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,kopka.klaus
community/hzdr/strahlenphysik,community/hzdr,community/hzdr,full,/g/organization/formal-organization/department,false,false,false,false,true,hgf,Institut für Strahlenphysik,Institute for Radiation Physics,,,<to be set>,<to be translated>,,,"","",,,,,https://www.hzdr.de/db/Cms?pNid=132&pLang=de,https://www.hzdr.de/db/Cms?pNid=132&pLang=de,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,12,36,24,0,0,36,36,0,24,24,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/elbe,community/hzdr/strahlenphysik,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Strahlungsquelle ELBE,Department: Radiation Source ELBE,,,<to be set>,<to be translated>,,,Dr. Andreas Wagner,"",,,,,https://www.hzdr.de/db/Cms?pNid=145,https://www.hzdr.de/db/Cms?pNid=145,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/hed,community/hzdr/strahlenphysik,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: High Energy Density,Department: High Energy Density,,,<to be set>,<to be translated>,,,"","",,,,,https://www.hzdr.de/db/Cms?pNid=248,https://www.hzdr.de/db/Cms?pNid=248,,0,,,0,0,,,,,2,2,2,,,,2,2,2,6,6,6,,,,6,6,6,4,4,4,,,,4,4,4,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,24,24,0,36,36,72,0,0,12,36,24,0,0,72,0,12,36,24,0,0,36,36,0,24,24,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/hibef,community/hzdr/strahlenphysik,community/hzdr,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,hgf,Abteilung: Helmholtz International Beamline für extreme Felder,Department: Helmholtz International Beamline for Extreme Fields,,,<to be set>,<to be translated>,"Das Ziel des Helmholtz International Beamline for Extreme Fields (HIBEF) Nutzerkonsortiums ist es, verschiedene Experimente an der High Energy Density (HED) Beamline des europäischen XFEL (X-Ray Free-Electron Laser) mit weltweit einzigartigen ultrakurzen und extrem hellen Röntgenblitzen aufzubauen und zu betreiben. Sie ist als internationales Nutzerkonsortium organisiert, um das höchste wissenschaftliche und technische Niveau der zur Verfügung gestellten Anlagen zu gewährleisten, die wiederum allen Wissenschaftlern zur Verfügung stehen. Die Forschungsschwerpunkte liegen in den Bereichen Hochenergiedichtephysik, Plasmaphysik, planetare Geowissenschaften, Hochdruckphysik und Physik starker Felder, Magnetismus und korrelierte Elektronensysteme sowie Materialdynamik.","The aim of the Helmholtz International Beamline for Extreme Fields (HIBEF) user consortium is to set up and operate various experiments at the High Energy Density (HED) beamline of the European XFEL (X-Ray Free-Electron Laser) with globally unique ultrashort and extremely bright X-ray flashes. It is organised as an international user consortium to ensure the highest scientific and technical level of the facilities provided, which in turn are available to all scientists. Research focuses on high-energy density physics, plasma physics, planetary geosciences, high-pressure physics and strong field physics, magnetism and correlated electron systems as well as material dynamics.","","",,,,,,,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/hibef/bau-und-inbetriebnahme,community/hzdr/strahlenphysik/hibef,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Bau und Inbetriebnahme von HIBEF,Department: Construction and commissioning of HIBEF,,,<to be set>,<to be translated>,"Das Ziel des Helmholtz International Beamline for Extreme Fields (HIBEF) Nutzer Konsortiums ist der Aufbau und der Betrieb unterschiedlicher Experimente an der High Energy Density (HED) Beamline des europäischen XFEL (X-Ray Free-Electron Laser) mit weltweit einzigartigen ultrakurzen und extrem lichtstarken Röntgenblitzen. Es ist als internationales Nutzer-Konsortium organisiert, um das höchste wissenschaftliche und technische Niveau der bereitgestellten Ausrüstung zu gewährleisten, die wiederum allen Wissenschaftlern zur Verfügung stehen. Im Fokus des Interesses steht die Physik der Hochenergiedichte, die Plasmaphysik, Geowissenschaft der Planeten, Hochdruckphysik und Physik der starken Felder, Magnetismus und korrelierte Elektronensysteme sowie Dynamik von Materialien.","The aim of the Helmholtz International Beamline for Extreme Fields (HIBEF) user consortium is to set up and operate various experiments at the High Energy Density (HED) beamline of the European XFEL (X-Ray Free-Electron Laser) with worldwide unique ultrashort and extremely powerful X-ray flashes. It is organised as an international user consortium to ensure the highest scientific and technical level of the equipment provided, which in turn is available to all scientists. The focus of interest is on the physics of high energy density, plasma physics, planetary geoscience, high pressure physics and strong field physics, magnetism and correlated electron systems as well as the dynamics of materials.",PD Dr. Toma Toncian,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/hibef/hibef-2,community/hzdr/strahlenphysik/hibef,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: HIBEF 2.0,Department: HIBEF 2.0,,,<to be set>,<to be translated>,,,"","",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/hibef/laser-systeme,community/hzdr/strahlenphysik/hibef,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,HIBEF LasersystemeAbteilung: ,Department: HIBEF Laser Systems,,,<to be set>,<to be translated>,,,"","",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/hibef/starkfeld-qed,community/hzdr/strahlenphysik/hibef,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Starkfeld-QED,Department: Strong-field QED,,,<to be set>,<to be translated>,"Ein typisches Gedankenexperiment ist der Oszillatoreffekt: Wenn ein äußeres elektrisches Feld stark genug ist, um ein virtuelles Teilchen-Antiteilchen-Paar so zu trennen, dass die verrichtete Arbeit der Ruheenergie entspricht, dann wird das Paar aufgrund der Masse-Energie-Äquivalenz real. Materie könnte also aus dem Nichts erzeugt werden.","A typical thought experiment is the oscillator effect: if an external electric field is strong enough to separate a virtual particle-antiparticle pair in such a way that the work performed corresponds to the rest energy, then the pair becomes real due to the mass-energy equivalence. Matter could therefore be created out of nothing.",Dr. Hans-Peter Schlenvoigt,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/kernphysik,community/hzdr/strahlenphysik,community/hzdr,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,hgf,Abteilung: Kernphysik,Department of Nuclear Physics,,,<to be set>,<to be translated>,,,Dr. Andreas Wagner,"",,,,,https://www.hzdr.de/db/Cms?pNid=212,https://www.hzdr.de/db/Cms?pNid=212,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/kernphysik/detektorenentwicklung,community/hzdr/strahlenphysik/kernphysik,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Detektorentwick­lung für die Grund­lagen­for­schung,Department: Detector development for basic research,,,<to be set>,<to be translated>,,,Prof. Dr. Daniel Bemmerer,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/kernphysik/kernphysikalische-daten,community/hzdr/strahlenphysik/kernphysik,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Kernphysikalische Daten für Wissen­schaft und Technik,Department: Nuclear physics data for science and technology,,,<to be set>,<to be translated>,,,Prof. Dr. Daniel Bemmerer,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/kernphysik/nukleare-astrophysik,community/hzdr/strahlenphysik/kernphysik,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Nukleare Astrophysik,Department: Nuclear Astrophysics,,,<to be set>,<to be translated>,,,Prof. Dr. Daniel Bemmerer,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/kernphysik/pas,community/hzdr/strahlenphysik/kernphysik,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Posi­tronen­-Annihilations-Spektroskopie,Department: Positron annihilation spectroscopy,,,<to be set>,<to be translated>,,,Dr. Andreas Wagner,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,community/hzdr/strahlenphysik,community/hzdr,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,hgf,Abteilung: Laser-Teilchenbeschleunigung ,Department of Laser Particle Acceleration ,,,<to be set>,<to be translated>,,,"","",,,,,https://www.hzdr.de/db/Cms?pNid=1483,https://www.hzdr.de/db/Cms?pNid=1483,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung/anwendung,community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Anwendungs­orien­tier­te Laser-Teilchenbeschleuni­gung,Department: Application-orientated laser particle acceleration,,,<to be set>,<to be translated>,,,Josefine Metzkes-Ng,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung/computergestuetzte-strahlenphysik,community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Computergestützte Strahlenphysik,Department: Computer-aided radiation physics,,,<to be set>,<to be translated>,,,Michael Bussmann,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung/draco,community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Hochleis­tungs­laser DRACO,Department: High power laser DRACO,,,<to be set>,<to be translated>,"Mit dem kontinuierlich weiterentwickelten Ultrakurzpuls-Hochleistungslaser DRACO steht ein für die Laserteilchenbeschleunigung maßgeschneidertes 150 Terawatt / Petawatt Zweistrahlsystem mit dedizierter Diagnostik zur Verfügung, das in zwei unabhängigen Messumgebungen eingesetzt werden kann.","The DRACO ultrashort pulse high-power laser, which is being continuously developed, is a 150 terawatt / petawatt dual-beam system with dedicated diagnostics that is customised for laser particle acceleration and can be used in two independent measurement environments.","","",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
